NAME	Astrocyte	Endothelial	Microglia	Oligodendrocyte	Neuron
E130308A19Rik	1	1	1	258.411373874971	40.9821728034095
Ebf1	1	1949.99410444958	1	1	1
Ece1	1	346.07253878284	1	1	44.2439949402869
Ech1	1	101.409789355702	1	1	1
Echs1	70.1243056781156	1	1	1	1
Eci1	94.2015376895162	1	1	1	1
Eci2	160.966511600801	105.371592522941	1	1	1
Ecscr	1	1	191.124908758098	1	1
Eda	184.039265918908	1	1	1	1
Edem1	1	1	336.220314328336	1	1
Edem2	1	1	101.395291563896	1	1
Edil3	1	1	1	911.154304370059	266.362345541804
Edn1	1	199.268770088588	1	1	1
Edn3	1	137.717619080323	1	1	1
Ednra	1	131.36125942136	1	1	1
Ednrb	292.438143504754	1	1	261.307759797283	1
Eef1a2	1	1	1	1	177.571498363326
Eef2k	1	1	207.724211330147	1	36.6832236286565
Efhd1	1	1	1	117.872990575976	1
Efnb3	1	1	1	341.763314086272	42.8849206465524
Egfr	253.335002367211	1	1	1	1
Egr3	1	1	1	1	155.466818196338
Ehd2	1	154.949698514491	1	1	1
Ehd4	1	82.031178562662	236.783161978599	1	1
Eif2ak2	1	97.9703077063679	1	1	1
Elavl2	1	1	1	1	318.731974889477
Elavl3	1	1	1	637.305532945935	423.20388146855
Elavl4	1	1	1	100.187833040495	277.701827112042
Elf4	1	1	103.317314599821	1	1
Elfn2	1	1	1	125.955070589551	83.3616418749168
Elk3	1	295.208992367953	173.937585812103	1	1
Elk4	1	108.462047580301	1	1	1
Elmod1	1	1	1	1	244.002565427661
Elmsan1	1	1	77.5367310856081	1	1
Elovl1	1	1	1	63.2401971473432	1
Elovl4	1	1	1	1	96.5503533414349
Elovl7	1	149.518070136401	1	189.616597973723	1
Emcn	1	440.849023236305	1	1	1
Emid1	1	1	1	220.248887295468	1
Emx2	126.724436233496	1	1	1	1
Emx2os	152.097281734043	1	1	1	1
Enc1	1	131.595818375948	1	1	357.160422690777
Endod1	1	1	1	145.116651676734	49.9417893708305
Eng	1	737.813401254713	81.9054030746281	1	1
Enho	481.966702339238	1	1	107.134641054077	60.1157050702879
Eno2	1	1	1	1	406.483285472188
Enpp2	1	1	1	790.47310572908	45.665358397039
Enpp4	1	1	1	90.5328337843344	1
Enpp5	1	1	1	1	114.33758043797
Enpp6	1	1	1	446.364812931849	1
Entpd1	1	165.350004941047	605.535394549581	1	1
Eogt	122.777969301794	405.256714387517	1	1	1
Epas1	196.104871598857	1630.03831826031	1	156.579810643583	1
Epb41l3	1	1	1	274.838984765083	185.976349907316
Epb41l5	83.6304192212081	1	1	1	1
Epha10	1	1	1	1	94.0311444918511
Epha3	1	1	1	1	107.609881735293
Epha6	1	1	1	1	594.515591000083
Epha7	1	1	1	1	186.419637360989
Ephb4	1	88.9095279573215	1	1	1
Ephx4	1	1	1	1	116.715901654299
Eps8	532.709789190822	1	1	132.725738907775	1
Eps8l2	1	107.745387446303	1	1	1
Epsti1	1	1	219.269326050359	1	1
Erbb3	1	1	1	149.669920688461	1
Erbb4	1	1	1	1856.37046507566	1036.01906369586
Erc2	1	1	1	127.387603366896	713.956609914215
Erg	1	236.733706522615	1	1	1
Ermn	1	1	1	479.008985709758	1
Ermp1	1	1	1	75.8252659551445	1
Errfi1	1	196.805124040893	1	1	35.4942087686149
Esam	1	385.242575941308	1	1	1
Etnppl	185.578872176116	1	1	1	1
Ets1	1	517.08384090457	90.6368234559332	1	1
Etv1	87.142154849062	1	1	416.053431560142	145.298281337701
Etv4	118.048928608559	1	1	1	1
Eva1a	270.308699609607	1	1	1	1
Eva1b	1	240.638100699565	1	1	1
Evi5l	1	1	1	231.317035792779	60.1433881902119
Eya1	185.15837626595	1	1	115.40465204968	1
Ezh2	1	1	1	60.053160830325	1
Ezr	206.11949920956	1	1	1	1
F11r	1	169.355979258152	518.403673465284	1	1
F3	671.781043554436	1	1	1	1
Fa2h	1	1	1	619.241324723771	1
Fabp3	1	1	1	1	118.811701613298
Fabp7	332.180967831728	1	1	214.894023170828	1
Fads2	112.237119321655	1	1	1	1
Faim2	1	1	1	141.235687510975	317.164481511829
Fam102a	1	1	1	171.195328329664	28.3257957517922
Fam102b	1	1	434.893104701555	1	33.7337789660349
Fam105a	1	1	887.529652107095	1	31.3478279475378
Fam107a	955.533012826971	97.2593555065024	1	1	1
Fam118a	1	113.62048406983	1	1	1
Fam126a	1	1	1	75.7908940420346	1
Fam129b	1	136.517105567654	1	1	1
Fam131a	1	1	1	1	175.478895636378
Fam135b	1	1	1	1	229.116033970147
Fam155a	1	1	1	623.738707783467	1193.04563167122
Fam163a	209.59659195149	1	1	1	1
Fam163b	1	1	1	1	158.01781122192
Fam181b	137.519973194306	1	1	1	1
Fam184a	242.922228163581	1	1	1	42.9603300597171
Fam19a1	1	1	1	240.741438008515	662.951260340455
Fam19a2	1	1	1	182.032403088838	350.783548908778
Fam20a	376.970791803402	1	1	1	1
Fam222a	1	1	1	71.2088708282375	1
Fam228b	111.711399941397	1	1	1	1
Fam234a	1	1	1	76.774797705498	1
Fam46a	1	1	137.666410894695	1	1
Fam81a	1	1	1	1	307.762498783859
Fas	1	106.311107952105	1	1	1
Fat1	1	1	1	91.3214235129231	1
Fbn2	1	1	1	132.683385075698	1
Fbxl5	1	1	1	128.90304701383	57.1984969584066
Fbxl7	1	386.546851193961	1	1	1
Fbxo2	124.930062379107	1	1	1	35.6268627668764
Fbxo32	1	1	1	69.7639774058899	1
Fbxo33	1	1	1	1	99.640973580711
Fbxo36	169.276396026167	1	1	1	69.3522617913543
Fbxo7	1	1	1	142.68399011875	1
Fbxw7	1	96.0361589335239	1	1	329.094428761319
Fcer1g	1	1	1727.05895063402	1	1
Fcgr1	1	1	145.490188515097	1	1
Fcgr2b	1	1	184.668826305534	1	1
Fcgr3	1	1	767.138317344072	1	1
Fcgrt	1	312.911646621662	100.247433270064	1	1
Fcrls	1	1	874.575602513732	1	1
Fem1b	1	1	1	1	100.523530657822
Fermt3	1	1	507.681238097484	1	1
Fgd2	1	1	460.828367890166	1	1
Fgd3	1	1	101.16509797949	1	1
Fgd5	1	408.462718810298	1	1	1
Fgd6	209.733678276586	74.7933807941209	1	1	1
Fgf1	233.781242128138	1	1	1	1
Fgfr1	376.40030705017	93.6613821322314	1	1	35.621435811788
Fgfr3	565.807285059737	1	1	1	1
Fhad1	1	1	118.236582556583	1	1
Fhod3	1	1	1	1	91.452825718589
Fibp	92.0658735600782	1	1	1	1
Fign	1	1	1	268.933104988058	1
Filip1	1	254.087292441585	1	1	1
Filip1l	1	284.884097357687	93.2935967734612	1	1
Fjx1	293.977809204571	1	1	1	34.1355314155326
Fkbp3	1	1	1	1	110.58073987988
Fkbp5	1	1	156.108207505389	1	32.0165558818294
Fkbp9	1	100.097996909405	1	1	1
Fktn	1	1	1	118.736089069081	71.0271456545528
Fli1	1	754.789263920664	792.031284802876	1	1
Flna	1	175.672684732376	1	1	1
Flt1	1	6278.82400596998	1	1	1
Flt4	1	79.9603316312792	1	1	1
Flvcr2	1	173.239064253069	1	1	1
Fmc1	121.389985707851	1	1	1	40.0461414791591
Fmn2	706.788485486156	1	1	139.855782782703	198.568561305949
Fmnl3	1	140.121977729357	225.41205629768	1	1
Fn1	1	705.828735543296	1	1	1
Fnbp1l	1	271.546299894207	1	1	143.542785751459
Fndc5	1	1	1	1	95.7959783059312
Fos	1	807.176043653572	1346.78995031414	1	51.8652498531186
Foxc1	1	212.637431905681	1	1	1
Foxf2	1	199.974707676065	1	1	1
Foxo1	231.874315368268	180.18583031149	1	1	1
Foxq1	1	453.965063248449	1	1	1
Frmd5	1	294.218332162491	1	956.162789093135	322.491292777013
Frmd8	1	1	1	176.923181249898	1
Frmpd1	213.569042191495	1	1	1	1
Frmpd4	1	85.7771127038268	1	70.176303567113	1099.98685352358
Frrs1	1	1	121.303746165774	1	1
Frrs1l	1	1	1	72.6103058844154	382.154508588769
Fstl1	137.18621325725	1	1	1	32.735445587048
Fstl4	1	1	1	1	172.396490533471
Fstl5	1	1	1	1	104.455002427533
Furin	1	76.0035080966045	1	1	1
Fxyd1	91.2043359835939	1	1	1	1
Fxyd5	1	206.881780084311	1	1	1
Fxyd6	1	1	1	188.958300872364	334.295864276987
Fxyd7	1	1	1	1	141.734829440269
Fyb	1	1	940.581133694747	1	1
Fzd2	137.610933114187	1	1	1	1
Fzd4	1	110.090150267633	1	1	1
Fzd6	1	281.128083607963	1	1	1
G0s2	1	1	1	120.945208608619	1
Gaa	1	1	1	1	91.4503082787866
Gabra1	1	1	1	1	519.651675558742
Gabra2	371.813456752298	1	1	1	253.804875397863
Gabra3	1	1	1	1	100.222431092239
Gabrb2	1	1	1	1	174.566476344329
Gabrb3	1	1	1	119.257867345096	527.379857752588
Gabrg1	187.682305195027	1	1	1	1
Gabrg2	1	1	1	1	184.019707769542
Gad1	1	1	1	1	327.366111718142
Gad2	1	1	1	1	386.702990651071
Gal3st1	1	1	1	381.783113265067	1
Galnt10	1	1	1	90.7535048297083	1
Galnt13	1	1	1	232.97200020068	185.922677093801
Galnt14	1	1	1	1	148.67888284424
Galnt6	1	1	1	99.6514337001465	1
Galnt9	1	1	1	1	103.508145866273
Galntl6	1	1	1	1	990.700869762413
Gamt	1	1	1	64.3277074361995	1
Gap43	1	1	1	1	532.35646659664
Garem1	368.358680169076	1	1	1	55.2793899792174
Gas1	126.616369889856	1	1	1	1
Gas7	1	1	1	334.936632632371	431.717165359487
Gata2	1	168.652335029421	1	1	1
Gatm	1	412.688854235431	189.163965671617	1647.99249858707	1
Gbe1	1	191.843514136103	1	1	1
Gbp3	1	80.4821949474976	1	1	1
Gch1	1	119.103874184317	1	1	1
Gcnt1	1	1	93.4590271366062	1	1
Gcnt2	1	325.822513181314	1	1	27.3765890364412
Gda	1	1	1	1	365.215072500561
Gdap1	1	1	1	1	160.542010651341
Gem	1	1	272.565492954921	1	1
Gfra1	167.558973917604	1	1	176.088778306533	1
Gfra4	1	1	1	1	95.7656388333841
Ggta1	1	1	154.350021225218	1	1
Ghr	400.408786904488	178.63901606036	1	1	39.9691522618678
Gimap6	1	384.556951621963	152.549262737174	1	1
Ginm1	1	114.621017185963	1	1	1
Gipc1	1	1	1	101.551299202368	37.5077021463595
Gja1	1656.7369024269	77.9352920849251	1	1	1
Gjb1	1	1	1	101.973256112107	1
Gjb6	552.703841538689	1	1	1	1
Gjc1	1	296.052283849632	1	1	1
Gjc2	1	1	1	80.2344543995353	1
Gjc3	1	1	1	614.95575117402	1
Gk	197.36701142163	1	1	1	35.3729316003018
Gldc	268.994558857569	1	1	1	1
Gli2	161.885823210807	1	1	1	1
Gli3	536.73296228379	1	1	1	1
Glis3	333.359045147604	1	1	1	1
Gltp	1	204.494592339371	117.924286651509	511.13905215886	1
Gm10138	1	1	139.949209218081	1	1
Gm10419	1	1	1	1	113.664528708665
Gm10561	132.233586487137	1	1	1	1
Gm10684	1	1	1	1	421.350103324505
Gm11266	149.295686124437	1	1	1	1
Gm11627	97.2229160768726	1	1	1	1
Gm11659	1	1	1	89.8608722328402	1
Gm11713	102.12305733273	1	1	1	1
Gm12239	139.824698524922	1	1	1	1
Gm13052	1	1	1	138.599442655287	29.1927717546479
Gm13861	1	116.837352357576	1	1	1
Gm13919	1	95.3520837667146	1	1	1
Gm14005	1	156.018060838216	1	1	1
Gm14964	95.4638408264662	1	1	1	1
Gm15417	74.2463873037697	1	1	1	1
Gm16168	1	1	1	320.071794697336	1
Gm1673	1	1	1	1	117.211318968831
Gm17018	1	1	1	1	103.181132206431
Gm17359	89.7301345825502	1	1	1	1
Gm17750	117.077971561506	1	1	1	1
Gm20532	1	245.792099035892	1	1	1
Gm20642	1	1	1	1	120.090604414954
Gm20687	1	1	1	98.0872724614798	1
Gm20754	1	1	1	181.60861591498	154.484887594915
Gm2115	71.8579150414471	1	1	1	1
Gm21454	1	1	1	122.047712165746	89.154821303224
Gm2164	1	1	1	103.77798444443	1
Gm21954	83.9496515150996	1	1	1	1
Gm26532	1	1	135.331088962781	1	1
Gm26542	1	1	491.781699707333	1	1
Gm26632	1	89.9622488319148	1	1	1
Gm26740	1	1	201.421208939386	1	1
Gm26763	1	1	1	132.797790182789	55.561515947086
Gm26843	92.4883763965507	1	1	1	1
Gm28928	1	1	1	1	900.490589849978
Gm31243	1	1	134.099494996635	1	1
Gm32036	1	1	108.141405592883	1	1
Gm32618	93.7584509033594	1	1	1	1
Gm35552	216.721485751469	1	1	1	1
Gm37494	1	1	1	68.7047271638526	1
Gm3764	2431.47968057587	1	1	345.872413845479	142.044924591365
Gm37679	75.2272733755428	1	1	1	1
Gm37876	1	1	79.0583244665004	1	1
Gm38562	82.7389555939064	1	1	1	1
Gm40578	200.658451345666	1	1	1	1
Gm40841	1	1	209.290264733974	1	106.202357240988
Gm4131	1	1	1	65.7717885693794	337.783750585807
Gm42031	1	1	98.3473222409408	1	1
Gm4221	1	1	1	70.7669314620036	1
Gm42372	1	1	1	1	94.353730430728
Gm42413	1	1	1	85.0961795458809	1
Gm44148	1	68.9059858873621	1	1	1
Gm44257	118.021659375412	1	1	1	1
Gm44710	1	1	137.573114608498	1	1
Gm4593	1	1	1	72.6667936680686	1
Gm46224	1	1	227.603802733758	1	1
Gm48091	1	1	1	189.507069058287	164.582608978586
Gm48512	1	1	1	65.1684938040735	1
Gm48742	104.831920342162	1	1	1	1
Gm4876	1	1	1	282.95130269334	1
Gm5086	1	1	294.731325848064	1	1
Gm5089	104.997674679787	1	1	1	1
Gm973	260.69830154298	1	1	1	1
Gm9844	1	286.568824676847	1	1	214.019523036095
Gm9946	1	156.402842691634	1	1	1
Gmfg	1	1	130.640553177803	1	1
Gmip	1	1	175.163792226661	1	1
Gna15	1	1	193.407576679943	1	1
Gnal	1	1	1	1	146.446091249412
Gnao1	1714.74535936909	1	1	455.673764169628	580.791474295715
Gnaz	1	1	1	1	128.489479101638
Gng11	1	838.770418719398	1	131.492297673578	1
Gng13	1	1	1	1	130.912084656792
Gng2	1	1	255.449334738769	1	306.485306318009
Gngt2	1	1	415.901344832166	1	1
Golga7b	1	1	1	1	152.233095810487
Golim4	1	309.150101867953	1	76.9785782520341	1
Golm1	1	1	261.024294368981	1	1
Got1	1	1	1	1	157.383108716458
Got2	1	1	1	1	165.169936618174
Gpam	138.941856935876	1	1	1	1
Gpatch1	119.738724754801	1	1	1	38.1295843559953
Gpc5	8428.50490852735	1	1	1351.08798516308	1
Gper1	1	122.894115621376	1	1	1
Gpld1	120.787852149544	1	1	1	1
Gpm6b	2120.37451748402	1	1	1122.19969081844	399.819825670698
Gpr137b	1	1	90.7423169592104	1	1
Gpr137c	1	1	1	128.487532482645	92.8942216872441
Gpr160	1	1	120.035851290293	1	1
Gpr17	1	1	1	1126.18381543509	1
Gpr183	1	1	382.127731117225	1	1
Gpr19	109.42466263371	1	1	1	1
Gpr22	1	1	1	1	111.738902302738
Gpr34	1	1	1467.36132634053	1	1
Gpr37	1	1	1	174.174913693029	1
Gpr37l1	982.053069947891	1	1	223.610575123359	1
Gpr4	1	109.574552809948	1	1	1
Gprc5b	242.544612175518	1	1	219.229115888979	1
Gramd1a	1	1	146.060461315367	1	33.0024297691275
Gramd3	360.531020570215	1	1	119.666761869875	1
Grap	1	146.268787724473	1	1	1
Grb14	1	168.46580632952	1	770.57977770584	1
Gria1	99.0215949775189	1	1	73.1619470902925	814.455386256799
Gria3	1	1	1	279.735456772047	474.959345282073
Gria4	1	1	1	443.261457253369	640.98268862854
Grid2	1816.99041686242	1	1	1637.99615110529	566.197790390922
Grik1	1	1	1	166.306862913391	339.46167173685
Grik2	282.312202643503	1	1	974.283810497304	602.406077930521
Grin1	1	1	1	1	377.298423380186
Grin2a	1	1	1	1	746.930110748131
Grin2c	370.053159615357	1	1	1	1
Grk3	296.019692864782	1	1	1	60.2041130959873
Grk5	1	174.333438045243	1	1	38.9273349141845
Grm1	1	1	1	1	186.416325195116
Grm3	2620.87589601742	1	1	300.894088345573	150.198328451151
Grm8	1	1	1	1	307.563693319789
Grn	1	1	532.960504592299	1	1
Grrp1	1	207.973000707824	1	1	1
Gsn	1	1	1	140.413933686387	1
Gsta4	1	140.255083194207	1	1	1
Gstm1	469.029816184967	219.349645547691	1	1	1
Gstm5	439.064448261214	1	1	69.3726025010724	1
Gtf2h2	1	1	224.377680900034	1	1
Gtpbp4	121.989685642828	1	1	1	47.3926407111221
Gulp1	140.445856751417	146.591009384224	1	1	1
Gusb	1	1	152.285019400516	1	1
Gyg	1	1	1	62.4188554777522	1
Gys1	128.817663883481	1	1	1	41.596047353909
H2.D1	1	315.428869334795	244.010436450733	1	1
H2.DMa	1	1	93.9007946324908	1	1
H2.DMb1	1	1	74.6167227306876	1	1
H2.K1	1	199.785262334493	255.585762921886	1	1
Habp4	1	1	1	1	134.469542174128
Hacd1	1	1	1	119.581277880344	42.3385322359505
Hacd2	193.878349677311	1	1	1	39.9793444437595
Hadhb	76.3107106946585	1	1	1	1
Hapln1	209.032262311216	1	1	1	1
Hapln2	1	1	1	104.642030515911	1
Havcr2	1	1	217.916275240541	1	1
Hck	1	1	269.630400696725	1	1
Hcls1	1	1	88.2753270941372	1	1
Hcn1	1	1	1	1	466.611723909433
Hdac4	241.249928873617	1	1	1	91.9872095078878
Hdac7	1	174.350847725791	1	1	30.4029546507216
Heatr5a	1	157.241927770437	220.3337034871	1	1
Hecw1	1	1	1	1	319.901300049648
Hecw2	1	1	1	318.091452400902	282.428428369429
Heg1	1	826.848973730798	1	1	1
Helz2	1	72.9604186653548	1	1	1
Hepacam	947.194755955568	1	1	362.300128626903	1
Herc3	1	1	1	1	168.313330096154
Hes1	188.797266982375	514.026375479517	1	1	1
Hes5	172.518623861757	1	1	231.720080655918	1
Hexa	1	1	510.692643955667	1	28.6503541509725
Hexb	1	1	2633.02861288442	1	1
Hfe	1	1	177.236719652938	1	1
Hhex	1	1	120.362971783596	1	1
Hhip	1	1	1	146.944116594532	1
Hibch	67.6556549453765	1	1	1	1
Hif3a	133.735952387415	1	1	1	1
Higd1b	1	447.273856099238	1	1	1
Hip1r	1	1	1	96.3997683828535	27.553506819197
Hipk3	1	207.256236052168	1	1	64.5812090842074
Hist1h1d	1	1	444.760938548527	1	1
Hist1h1e	1	1	239.596660522417	1	1
Hist1h2be	1	1	181.114243482914	59.9592223241816	1
Hist3h2ba	1	1	1	135.580143306233	80.5826863544573
Hivep3	666.720894500471	1	331.702001253983	1	232.874360177149
Hk2	1	1	366.486108584352	1	1
Hlf	224.517321436328	1	1	1	185.045803916034
Hmcn1	1	922.718162317055	1	1	1
Hmg20b	1	119.837538614799	1	1	1
Hmgcs2	1	268.847831045065	1	1	1
Hnrnpd	1	1	1	1	102.581895349966
Homer2	1	1	1	1	93.1057203521532
Hopx	118.537802088448	1	1	1	1
Hpca	1	1	1	1	268.404814977314
Hpcal4	1	1	1	1	236.764684480931
Hpgd	1	1	366.15303530829	1	1
Hpgds	1	1	909.405441303459	1	1
Hps4	1	1	162.322286101683	1	1
Hs3st1	1	1	1	68.1126075966976	1
Hs3st2	1	1	1	1	123.541220450876
Hs3st4	1	1	1	1	367.597539632166
Hs6st2	1	1	1	1	91.8106881061845
Hs6st3	1	1	1	1	487.276491495872
Hsd17b11	1	1	85.5716956407663	1	1
Hsdl2	79.5513149483203	1	1	1	1
Hspa12a	1	1	1	1	100.544691003842
Hspa12b	1	337.106752756289	1	1	1
Hspb1	1	761.019443643497	1	1	1
Hspg2	1	97.2934677611957	1	1	1
Htr1f	1	1	1	1	122.720014007948
Htr2c	1	1	1	1	124.996503242766
Htra1	1023.80878421736	1	1	1	1
Hvcn1	1	1	109.865996127572	1	1
Icam1	1	1	309.585629156805	1	1
Icam2	1	102.227992622799	1	1	1
Ick	1	189.34589517565	1	285.086631756806	1
Id1	1	1549.86463534823	1	1	1
Id3	448.895046677563	1645.06740610043	1	1	1
Id4	684.990009686266	1	1	1	1
Idh2	75.6322528313323	1	1	1	1
Idh3a	1	1	1	1	131.674825224829
Idi1	118.74200116188	1	1	1	1
Ier2	1	463.791725054863	1201.5942005474	1	1
Ier3	1	211.675281602336	328.549627474878	1	1
Ier5	1	217.304834135691	1478.09361339585	1	104.77320377794
Ifi35	1	112.006230264228	1	1	1
Ifit1	1	238.871459150212	1	1	1
Ifitm10	1	1	247.191939585468	1	39.4504451663853
Ifitm3	1	632.916912070356	1	1	1
Ifnar1	1	160.60917157171	1	1	1
Ifngr1	1	1	412.186473389577	1	1
Ifngr2	1	1	355.696774017912	1	67.5111255309662
Ift43	1	1	1	58.733999185314	1
Igdcc4	269.909360856542	1	1	1	1
Igf1	1	1	1	1	121.265820069509
Igfbp2	145.894721820105	1	1	1	1
Igfbp4	1	1	1	1	95.0093375032885
Igfbp5	125.658129599328	1	1	1	85.5607539686347
Igfbp7	1	1081.3464115668	1	1	1
Ighm	1	1	319.505576452339	1	1
Igip	1	1	1	1	150.008469812698
Igsf11	188.072475288413	1	1	112.115494062934	1
Igsf9b	1	1	1	172.915886247066	145.608287350707
Ikzf1	1	1	711.191239081253	1	1
Il10ra	1	1	414.915358041977	1	1
Il13ra1	1	1	142.66776110511	1	1
Il17ra	1	1	116.689649452932	1	1
Il17rd	1	105.928231822909	1	1	1
Il1a	1	1	582.785834001829	1	1
Il1r1	1	152.128304280743	1	1	1
Il1rap	1	1	1	351.453462239811	92.5314091092184
Il1rapl1	470.309198049996	1	1	1349.96458136134	1049.56516817131
Il1rapl2	1	1	1	1	206.307872568164
Il21r	1	1	87.5909006169702	1	1
Il33	114.115456709	1	1	153.349012388342	1
Il4ra	1	1	99.6606504705005	1	1
Il6ra	1	1	353.825297506535	1	1
Ildr2	1	1	1	1	139.357971753916
Ina	1	1	1	1	267.466626744925
Inpp5d	1	77.7549070381855	2143.93368823559	1	1
Insc	1	1	1	89.9989191550988	1
Ipcef1	1	1	1	1	94.9127915465522
Iqgap1	1	356.945405283304	1	1	39.5383417792363
Iqsec3	1	1	1	1	98.0896208743403
Irf1	1	1	231.591450608469	1	1
Irf5	1	1	227.495856103965	1	1
Irf7	1	113.138128462753	1	1	1
Irf9	1	81.7058990214352	1	1	1
Irgm2	1	1	96.8550792379876	1	1
Isg15	1	176.327051652268	1	1	1
Ism1	1	101.645267682573	1	1	1
Ispd	1	1	1	98.6122595679498	36.4316318803499
Isyna1	1	203.196146401143	1	1	1
Itga1	1	566.499938448895	1	1	1
Itga9	1	1	280.807701693886	87.2011616115855	1
Itgb3bp	1	1	1	60.5827410535445	1
Itgb5	126.119833848856	1	1033.42273937272	1	1
Itgb8	145.775989533694	1	1	240.538791499703	1
Itih5	1	578.482715859989	1	1	1
Itm2a	1	1792.43505496036	1	1	1
Itpk1	1	1	1	125.489128971545	40.7267692013932
Itpkb	1	313.210446664344	136.704246725633	1	1
Itpr1	1	358.510390262893	1	1	279.301596209993
Itpripl1	1	1	144.282740835509	1	1
Itpripl2	1	109.716549892716	1	1	1
Ivd	272.456999856651	1	1	58.2270387874565	29.3566640361699
Jag1	1	87.3045226863265	1	1	1
Jag2	1	122.876222494845	1	1	1
Jam3	1	1	1	302.480368268499	41.1797038478138
Jazf1	1	1	1	1	96.4984340976897
Jcad	1	1010.92456935556	1	1	47.5394388108515
Josd2	1	1	1	432.044587318752	45.2645459690039
Junb	1	803.092153125078	4809.8973403527	1	68.7421683963404
Jup	1	224.25267920383	1	1	29.5434532592278
Kank1	359.680455830904	1	1	379.027236346056	1
Kank2	1	169.861065876342	1	1	1
Kank3	1	452.778079214673	1	1	1
Kantr	133.523071669724	1	1	1	91.2885102594599
Katnbl1	1	87.1622606583544	1	1	1
Kazn	1	1	1	239.17605134078	53.5055314555287
Kcna1	1	1	1	224.848852235245	78.5191490321222
Kcnab1	1	1	1	103.542077226423	289.135237185518
Kcnab2	1	1	1	1	126.838970403104
Kcnb1	1	1	1	1	255.251023714065
Kcnb2	1	1	1	144.209272038606	603.534085291113
Kcnc1	1	1	1	1	163.801439607174
Kcnc2	1	1	1	1	433.338202191386
Kcnd2	402.939512384432	1	1	1270.49282551119	1157.63657924811
Kcnf1	1	1	1	1	102.168642412597
Kcnh1	1	1	1	1	161.292997994843
Kcnh7	1	1	1	116.802987754745	945.163321570662
Kcnh8	1	1	1	126.72285739707	1
Kcnj10	281.526923354571	1	1	366.284932582314	1
Kcnj16	82.8066488730824	1	1	1	1
Kcnj3	1	1	1	71.797785602754	296.191504203717
Kcnj6	1	1	1	1	116.825789080557
Kcnk1	349.7512653181	1	1	1	75.126787423772
Kcnk13	1	1	201.547543885736	90.010320300466	1
Kcnmb2	1	1	1	1	128.806074660542
Kcnmb4	1	1	1	1	100.392254114595
Kcnn2	435.955757983344	1	1	1	128.981100801221
Kcnn3	166.739872586439	1	1	1	1
Kcnq2	1	1	1	1	174.058862475028
Kcnt2	1	1	1	1	251.06624642185
Kctd10	1	163.574403473597	1	1	22.622747766721
Kctd12	1	121.988259083093	1261.37635876228	1	65.0926950168611
Kctd13	1	1	1	276.261470845335	81.4013751731811
Kctd16	1	1	1	1	708.703520559093
Kctd3	1	1	1	104.220871932145	42.0528497866158
Kctd4	1	1	1	89.3776020666174	31.6073670315657
Kctd5	87.5597029200359	1	1	1	1
Kdm2b	1	1	151.645037779487	1	41.0627114638086
Kdr	1	468.014378786651	1	1	1
Khdrbs2	1	1	1	251.93788753955	241.342705127951
Khk	1	1	93.6079584048989	1	1
Kif19a	1	1	1	83.2051399460336	1
Kif1c	1	135.671643184844	1	1	1
Kif26a	1	171.932490060452	1	1	1
Kif5a	1	1	1	1	207.247299134425
Kif5c	1	1	1	60.3275573734211	452.338063705407
Kifc2	1	1	1	1	107.666195808866
Kifc3	128.208913757377	76.9701248261901	1	1	1
Kirrel3	1275.52170297131	1	1	591.814483765598	357.574724249074
Kitl	1	967.004840076253	1	1	57.5073867242542
Klc2	1	1	1	1	109.48528283368
Klf15	118.859371507249	1	1	1	1
Klf2	1	1845.7146494277	210.660614369253	1	1
Klf4	1	843.573620691531	1	1	1
Klhdc3	1	1	1	1	97.1860999130903
Klhl29	1	1	1	1	236.247631337551
Klhl3	1	1	1	1	122.732987109474
Klhl6	1	1	91.6818599107224	1	1
Kmt5a	1	1	1	104.930611707266	41.9947168147559
Kndc1	1	1	1	302.470128125882	43.775789882811
Ksr2	1	1	1	1	174.264802451878
L1cam	1	1	1	1	97.4436049279531
Lacc1	1	1	78.6705335538417	1	1
Lactb2	1	1	77.1268150071662	1	1
Lag3	1	1	130.003476974881	1	1
Lair1	1	1	624.142163832985	1	1
Lama2	626.570073220985	194.686139050698	1	1	1
Lama3	143.190682282907	1	1	1	1
Lama4	1	116.180506588664	1	1	1
Lama5	1	81.3113205627493	1	1	1
Lamb2	1	86.7594354561237	1	1	1
Lamp5	1	1	1	1	102.352544018633
Lancl1	1	1	1	1	87.5203573493582
Laptm5	1	1	1610.03689372251	1	1
Lat2	1	1	141.767010622655	1	1
Layn	1	158.650482799341	1	1	1
Lcat	111.549681241383	1	1	1	1
Lcp1	1	1	534.176457919649	1	1
Lcp2	1	1	119.893175089433	1	1
Ldb2	1	1	1	1	270.540374990075
Ldlr	143.927334032108	1	1	1	1
Lef1	1	849.965388170512	1	1	1
Lfng	143.312062865998	1	1	1	1
Lgi1	267.88599228243	1	1	1	168.110632983668
Lgi3	1	1	1	224.495907154796	26.921658412337
Lgi4	135.885005041848	1	1	1	1
Lgmn	1	1	1749.53264668179	82.8262812627948	34.648134460989
Lgr4	211.536222093117	1	1	1	24.6934022456286
Lhfpl3	1	1	1	2516.14331942578	150.185774899999
Lhfpl4	1	1	1	1	98.4527594266139
Lhx2	206.297902152294	1	1	1	1
Lima1	1	366.78358662913	1	199.314206275677	1
Limd2	1	1	359.616051815899	1	79.6565058313496
