NAME	Neuron	Endothelial	Astrocyte	Microglia	Oligodendrocyte
Edem2	1	1	1	198.19446168953	1
Edil3	264.783658890381	1	1	1	601.239948516645
Edn1	1	67.9830478092274	1	1	1
Edn3	1	168.907471164639	1	1	1
Ednrb	1	1	1091.78718973324	1	1008.88129595306
Efemp1	1	209.271035748942	275.816500661388	1	1
Efemp2	1	1	40.694389248259	1	1
Efna1	1	192.150988803832	1	1	1
Efna5	358.037473006686	1	1	1	1
Efnb3	1	1	1	1	170.142703619724
Egfl6	1	1	52.1271116962674	1	1
Egfl7	1	555.7188451145	1	1	1
Egfr	1	1	149.020880509261	1	1
Ehd2	1	62.2774636083953	1	1	1
Ehd3	80.1399345950009	1	1	1	119.141814215296
Ehd4	1	1	1	152.585784099724	1
Eif3f	1	1	1	91.1201416326278	1
Elavl2	151.049225979272	1	1	1	1
Elavl3	78.805898626815	1	1	1	113.772569285789
Elavl4	342.273157192307	1	1	1	1
Elk3	1	75.8527028715253	1	169.687650690024	1
Elmo1	306.459850417927	1	1	603.395824207104	74.4634058142607
Elmod3	30.2192285689761	1	490.061269690737	1	53.6952223898656
Elovl2	1	1	196.820509169683	1	1
Elovl6	74.410762020821	1	1	1	342.883891441047
Elovl7	1	1	1	1	114.821159519096
Eltd1	1	1516.92711399548	1	1	1
Emcn	1	785.154748769266	1	1	1
Eml1	33.8977753637355	1	1	1	260.906344889514
Emp2	1	115.165918428099	154.575852243261	1	1
Emp3	1	100.306869494445	1	1	1
Emr1	1	1	1	718.823335556811	1
Eng	1	161.550578956603	1	1	1
Enho	1	1	130.040222971615	1	1
Eno2	690.308112635087	1	1	1	1
Enoph1	123.196122513802	1	1	135.54141792858	370.728906204449
Enpp2	187.517740686572	93.8242962787151	1	1	6136.48143301299
Enpp4	27.763745830487	1	1	1	167.135663010119
Enpp6	1	1	1	1	544.331404724197
Entpd1	1	98.3606621224257	1	700.186140244236	1
Entpd2	1	1	327.330010255601	1	1
Epas1	1	884.372208229688	72.8579837427894	1	164.739677976494
Epb4.1l3	151.730239051614	1	1	1	1147.1376121857
Epb4.1l5	1	1	113.317547497234	1	1
Epb4.9	159.20198363278	1	1	1	1
Epha5	71.5242600770641	1	1	1	1
Epha7	125.737992519609	1	1	1	1
Ephx1	1	293.32115763809	1	1	1
Ephx2	1	1	223.029300000963	1	1
Ephx4	97.6447587618095	1	1	1	1
Epn2	41.9872124266902	109.112405539645	1	1	491.665621035642
Eps8	1	1	197.856269304229	1	1
Erbb3	1	1	1	1	48.3722333035898
Erc2	122.920120395968	1	1	1	1
Ermn	1	1	1	1	1710.49273010643
Esam	1	912.08379035181	1	1	1
Esyt2	28.0040993999529	221.200684220908	1	1	1
Ets1	1	1303.83090753536	1	545.625663364783	1
Evi2a	1	1	1	913.773261293993	791.089034087988
Evl	17.297656827482	1	1	134.1102447181	1
Exoc4	42.7172586940561	1	1	1	117.834533644023
Exoc5	35.9168560783865	119.393780173411	1	1	1
Extl2	274.680736460858	1	1	1	158.327355649247
Eya1	1	1	161.92520502219	1	1
Ezr	1	1	292.028088808114	1	1
F11r	1	543.906981153776	1	1184.51658970703	1
F3	1	1	3553.86597044132	1	208.921592033582
Fa2h	1	1	1	1	180.102401701097
Fabp3	198.592528249978	1	1	1	1
Fabp7	1	1	156.724011076777	1	186.787677807881
Fads1	27.1616045140649	1	104.214776650473	1	1
Fah	1	1	100.640797527448	1	105.782819880117
Faim2	211.033502431916	1	1	1	144.440145290839
Fam101b	1	111.718734204673	1	1	1
Fam102a	30.0080158281126	1	1	1	190.606034319798
Fam102b	36.4533390280842	1	1	444.864687701336	1
Fam105a	1	1	1	623.929826165227	1
Fam107a	1	1	1262.57998131372	1	1
Fam108b	1	1	1	1	75.8535220551461
Fam115a	210.306471213944	1	1	1	143.852836325078
Fam123a	1	1	63.1205461986875	1	1
Fam123b	1	1	64.2431253260112	1	1
Fam126b	258.700214954925	208.363350667727	1	1	1
Fam131a	149.305345755804	1	1	1	1
Fam163a	1	1	236.831888518509	1	1
Fam164a	231.882108196962	61.1934561018015	1	1	1
Fam169a	99.4217925935837	1	1	1	1
Fam176a	1	1	179.119727905396	1	1
Fam184a	1	1	59.2997657235398	1	1
Fam198a	1	1	104.339032965307	1	1
Fam19a1	175.932045541415	1	1	1	1
Fam19a2	109.311511158437	1	1	1	1
Fam20a	1	1	101.329786581745	1	1
Fam3a	1	1	1	153.828773827506	1
Fam49b	84.4097214176928	1	1	251.321218981219	1
Fam57a	1	1	1	1	39.5149856920826
Fam59a	1	1	55.7678051733296	1	1
Fam5c	121.131444976524	1	1	1	261.632420978688
Fam63a	1	405.032121345278	1	1	103.408470235631
Fam70a	1	1	1	1	169.489902918582
Fam76b	1	1	1	76.7045860717628	1
Fam81a	581.578923463086	1	1	1	1
Fam84a	122.265962971838	1	1	1	1
Farp1	1	1	256.288134982618	1	1
Fars2	31.9527431294059	1	151.993261530418	1	1
Fas	1	401.992616028987	1	1	1
Fat1	1	1	1	1	143.827367540435
Fat3	89.5392013384248	1	1	1	1
Fbxl2	87.2820162572507	1	1	1	1
Fbxl5	116.613213465627	1	39.0855629460542	1	356.081063953434
Fbxo18	42.6730459213732	1	105.940036320564	1	1
Fbxo25	80.6266569720513	1	1	1	1
Fbxo30	1	1	79.565283967014	1	1
Fbxo6	21.6834953658263	141.719375528285	1	1	1
Fbxo7	1	1	1	1	321.982330404736
Fbxw17	1	1	1	1	89.0763693149389
Fbxw7	482.529520871789	1	1	1	1
Fcer1g	1	1	1	1841.21257244782	1
Fcgr1	1	1	1	301.465282357169	1
Fcgr2b	1	1	1	365.06390707669	1
Fcgr3	1	1	1	2685.6726065715	1
Fcgrt	1	597.769241116952	108.157348109661	388.284987378608	1
Fcrl1	1	1	1	132.31958813337	1
Fcrls	1	1	1	4296.9499872521	1
Fermt2	1	293.087267366486	655.085225813908	1	93.5400482891426
Fermt3	1	1	1	890.489790959284	1
Fez1	465.544138216335	1	609.27087614318	1	1359.93048230679
Fez2	1	1	1	264.585650196454	1
Fgd2	1	1	1	467.06794328538	1
Fgd6	1	1	161.778958478421	1	1
Fgf12	346.578938252081	1	1	1	1
Fgf14	198.550039872855	1	1	1	1
Fgfr1	1	1	288.999180805881	1	1
Fgfr2	1	1	245.89175487324	1	306.134009646537
Fgfr3	1	1	770.236112334316	1	1
Fggy	1	1	54.1703871337502	1	1
Fign	1	1	1	1	153.58193662624
Filip1l	1	67.8980847888315	1	283.985993354237	1
Fjx1	1	1	63.4628611383747	1	1
Fkbp7	1	185.683122798689	1	1	1
Fkbp9	1	154.639436594891	1	1	1
Fli1	1	627.886742476061	1	633.566622554181	1
Flii	1	80.1817844354109	1	1	1
Flna	1	186.84189979595	1	1	1
Flrt2	92.5481709931255	219.775589519075	1	1	1
Flrt3	167.341202557267	1	1	1	1
Flt1	1	1199.24735292725	1	1	1
Fmn2	33.5642797039501	1	123.57029843185	1	1
Fmnl3	1	169.66347327213	1	359.691417821564	1
Fmo1	1	290.35790475701	239.235475519033	1	1
Fn1	1	1096.64558532373	1	1	1
Fnbp1l	83.1857880861206	200.48012843794	1	1	1
Fndc4	19.1310004367441	1	212.84539914613	1	1
Folh1	1	1	1	1	109.689119741309
Foxc1	1	172.223929737477	1	1	1
Foxo1	1	135.958783931082	114.655445233434	1	1
Foxp1	207.165847748364	405.878828320208	1	1	1
Fpgt	43.7938790252578	1	1	1	115.304783947797
Frat1	84.9759127483049	1	1	1	1
Frmd8	1	1	1	69.2209929091219	175.434599254877
Frmpd4	74.1269432016625	1	1	1	1
Frs2	1	1	1	59.3608861873096	1
Fsd1	86.2169430372363	1	1	1	1
Fut9	261.422113509854	1	257.931150477176	1	1
Fxyd1	1	48.7995024664976	223.143313349498	1	1
Fxyd5	1	548.53450277818	1	1	1
Fyb	1	1	1	501.916431445547	1
Fyn	36.9683027049002	1	1	1	443.972468833967
Fzd2	1	1	41.2471391749679	1	1
Fzd6	1	193.93701967239	1	1	1
G2e3	1	120.163536518286	1	1	1
Gab1	1	1	1	1	166.568471524891
Gabbr1	109.770002942469	1	144.862448090288	1	1
Gabra1	812.073243650613	1	1	1	1
Gabra3	112.085439970243	1	1	1	1
Gabra4	261.777871259952	1	76.9307126961526	1	1
Gabrb1	41.0130543135107	1	367.211291686883	1	1
Gabrb2	1051.40612302566	1	1	1	110.184190818425
Gabrb3	162.469601473458	1	1	1	1
Gabrd	76.219489792584	1	1	1	1
Gabrg1	1	1	519.363732192346	1	1
Gabrg2	898.995520100025	1	1	1	1
Gad1	1793.32634384552	1	1	1	1
Gad2	508.674471918459	1	11.6815782637539	1	1
Gadd45g	1	1	83.9773207481707	1	1
Gal3st1	1	1	1	1	50.6402936758275
Gal3st4	1	1	1	341.928218758883	1
Galc	1	1	1	1	33.8685747267076
Galnt11	25.6146561553929	150.773471987444	1	1	1
Galnt13	77.7430502685045	1	1	1	1
Galnt3	1	1	1	1	35.2156732404993
Galnt6	1	1	1	1	109.919816650523
Galntl6	363.872705672682	1	1	1	1
Ganc	1	1	74.9897304618939	1	1
Gap43	304.7907878135	1	1	1	1
Gars	72.7536122005065	1	1	1	1
Gas1	1	1	84.1082879808452	1	1
Gas7	250.150138039519	1	1	1	104.50104515455
Gata2	1	264.062917087653	1	1	1
Gatm	1	893.909993334889	1	207.44732804185	2952.93197082954
Gatsl3	1	42.294018782609	1	1	1
Gbp2	1	251.707094734634	1	1	1
Gbp3	1	158.538942100993	1	1	1
Gbp4	1	80.7774285053489	1	1	1
Gbp7	1	414.306888490413	1	142.283881482375	1
Gbp9	1	55.6494113616283	1	1	1
Gcnt1	1	1	1	402.561178328018	1
Gcnt2	1	165.326292916202	1	1	1
Gda	102.028038431156	1	1	1	1
Gdap1	150.686755174662	1	1	1	1
Gdap1l1	73.6790079121311	1	1	1	1
Gdpd2	1	1	273.972370145911	1	1
Gemin8	1	1	1	1	56.6571902298283
Gfap	1	1	296.801230362754	1	1
Gfra1	1	1	1	1	66.7036179165831
Ggt5	1	95.6530055327877	1	1	1
Ggt7	84.5134126042559	1	1	1	1
Ggta1	1	1	1	193.212275477172	1
Ghr	1	1	115.225529352253	1	1
Gimap6	1	925.078805609425	1	119.874313040365	1
Gin1	1	1	60.5404792373386	1	1
Gja1	1	871.201086861627	10134.8790657491	1	1
Gjb1	1	1	1	1	350.81758325717
Gjb6	1	1	3089.10524340712	1	1
Gjc1	1	41.2329724007102	1	1	1
Glb1	38.7597091604265	1	119.993946490818	1	1
Gldc	1	1	207.376307356363	1	1
Gli3	1	1	117.952314979667	1	1
Glrb	227.691491487076	1	1	1	151.067916151285
Gltp	1	114.671936911882	1	1	374.390452108817
Gltpd1	72.86130474502	1	1	1	1
Gm10220	1	1	1	1	65.6285960411532
Gm10406	16.1233783628828	1	1	216.014416121987	1
Gm10471	1	1	1	1	49.2527619816388
Gm10790	1	1	1	169.175847938371	1
Gm11549	135.662091786423	1	1	1	1
Gm11602	1	1	43.7385686619915	1	1
Gm13139	1	1	1	53.9073005799148	1
Gm14023	1	1	1	195.896146732937	1
Gm2897	1	1	1	81.8187425388847	1
Gm3002	1	1	1	423.026250566497	1
Gm3020	1	1	1	67.3719135339608	1
Gm3264	1	1	1	48.4844839131625	1
Gm3317	1	1	1	50.1042168281896	1
Gm3383	1	1	1	48.7479816399346	1
Gm3494	1	1	1	50.1042168281896	1
Gm3500	1	1	1	111.575496073479	1
Gm3893	90.5187122891595	1	1	1	1
Gm4070	1	174.644354973299	1	309.806628899106	1
Gm410	1	1	1	1	56.1901196431237
Gm5796	1	1	1	73.7860478522043	1
Gm8348	1	1	1	99.9229172603072	1
Gm973	1	1	108.597315378594	1	1
Gm98	1	1	1	1	151.895100883589
Gm9855	42.9565126345799	1	1	1	118.824408988022
Gmfg	1	1	1	105.011752364962	1
Gmip	1	1	1	159.521436027204	1
Gna11	60.9536569810802	1	1	1	97.1568248557161
Gna13	1	1	244.639736861692	161.071664727212	1
Gna15	1	1	1	62.8543616373716	1
Gnao1	157.794128455131	1	604.630415005817	1	195.390213189262
Gnb4	1	245.401597746341	1	1	117.512328132242
Gnb5	248.980590408807	1	1	1	72.1016617523622
Gng11	1	331.891278288775	1	1	73.1781215020681
Gng12	1	1	180.823343073194	1	174.530600273123
Gng3	667.907485524954	1	1	1	154.873847896552
Gngt2	1	1	1	120.652882804976	1
Gns	33.961530488185	1	63.8645337788494	534.739331320396	1
Golga7b	609.70575376083	1	1	1	1
Golim4	1	82.79828668158	1	1	1
Golm1	1	145.306323907876	1	891.283441074133	1
Got1	1041.73188710879	1	52.379635977432	1	44.6481749268147
Got2	92.1498208745465	1	1	1	1
Gpam	1	1	126.503547222674	1	1
Gpc5	1	1	229.901413908714	1	119.886771740364
Gpc6	1	9.75228163373881	79.4204147107996	1	1
Gpld1	1	1	305.499498872385	1	103.564667431911
Gpm6a	3174.40991982529	298.0401876561	6492.51841388541	1	1218.90053325794
Gpm6b	621.285731800383	1	1742.95868397089	1	2242.01788144683
Gpr108	33.458232534557	1	86.2744230291785	1	1
Gpr116	1	848.889506586595	1	1	1
Gpr158	97.7606749141526	1	1	1	1
Gpr160	1	1	1	77.4916031020714	1
Gpr165	1	1	1	46.4238890986675	1
Gpr17	1	1	1	1	679.047682325449
Gpr183	1	1	1	442.675374524843	1
Gpr19	50.0113421814009	1	259.011896410596	1	1
Gpr22	188.021040225304	1	1	1	1
Gpr34	1	1	1	4778.15443361804	1
Gpr37	1	1	1	1	749.992901687132
Gpr37l1	1	1	1452.41196306126	1	383.583745954802
Gpr77	1	1	1	407.063048668612	1
Gpr85	110.874902866271	1	1	1	206.602648501921
Gprasp2	178.521104591047	69.226563268585	1	1	1
Gprc5b	1	1	1	1	42.588326294131
Gpsm2	1	1	1	1	106.744334584039
Gpt2	1	1	1	1	157.96511888641
Gpx8	1	151.947654090269	58.5645938692898	1	1
Gramd3	1	1	282.277701403725	1	1
Grap	1	35.8289440853198	1	227.957051941963	1
Grb14	1	1	1	1	221.194804140393
Grhl1	1	1	199.529006630256	1	1
Grhpr	35.0473498854296	1	1	1	86.87877577991
Gria1	320.194680711046	1	1	1	1
Gria3	354.447234032334	1	1	1	216.926031938801
Gria4	147.529287254714	1	1	1	129.442763637899
Grik2	119.892162403869	1	1	1	204.838487852729
Grin2b	870.338392346293	1	63.5199337512625	1	1
Grm3	60.3329831213594	1	2013.82566843839	1	272.595439202908
Grm5	291.474648892377	1	1	1	55.8716549331438
Gsn	1	144.224645124141	1	1	454.551698215932
Gss	36.332301064623	1	1	1	122.767195044505
Gsta4	28.5486918177305	667.575894736386	60.9438012275679	1	1
Gstm1	1	1111.72111066726	3883.06601133542	1	1
Gstm2	1	322.927807315482	1	1	1
Gstm5	153.00470827721	140.133810745914	2138.55583784076	1	217.784355911285
Gstm7	1	104.953507200788	1	1	211.809015756841
Gtf2h2	40.2118045301334	1	1	209.852648530376	1
Gtpbp1	1	1	1	88.3644303601672	1
Gucy1a2	81.9657262920661	1	1	1	1
Gusb	1	1	1	211.987021187436	1
Gxylt1	1	1	1	109.047925143694	1
Gyk	48.7281706301595	1	117.27398339391	1	1
Gypc	1	114.854539333548	1	1	1
H13	1	1	1	71.4023139104142	1
H2.DMa	1	1	1	299.404265415396	1
H2.K1	1	128.718205508863	1	793.129432884538	1
Hapln1	1	1	443.721395083727	1	1
Haus3	1	125.31207413144	1	1	1
Havcr2	1	1	1	410.647679046118	1
Hbegf	1	1	96.2354660451855	1	1
Hck	1	1	1	66.1189854317651	1
Hcls1	1	1	1	192.067029633823	1
Hcn1	73.3124833114162	1	1	1	1
Hdac4	39.7166191190814	1	131.258890324715	1	1
Hdac8	1	1	81.5144667876426	1	1
Hdac9	74.5251092686857	1	1	1	1
Heatr1	1	1	1	302.180002278886	1
Heatr5a	1	1	1	230.029509719086	1
Hecw1	144.047213443611	1	1	1	1
Hepacam	1	1	148.090833903075	1	57.8556560373239
Herc3	136.557963393266	1	1	1	1
Hexb	1	219.068252366739	78.1042868432417	10152.165147903	59.7835144668148
Heyl	1	138.013197115465	1	1	1
Hhip	1	1	1	1	63.6883075077777
Hibch	1	1	103.567944589189	1	1
Hif3a	1	1	60.332872513477	1	1
Higd1b	1	275.364742027258	1	1	1
Hist1h2bg	1	1	1	58.0519378807457	1
Hist2h2aa1	1	1	1	129.874959225759	1
Hivep2	156.081870781567	1	1	1	1
Hk1	103.606612700119	1	1	1	1
Hk2	1	1	1	786.044977373543	1
Hmcn1	1	383.446124631983	1	1	1
Hmgb2	1	195.668889649165	1	1	1
Hmgcs2	1	468.816288000498	1	1	1
Hmha1	1	1	1	127.668314705212	1
Homer1	163.506988422234	1	1	1	1
Homez	1	1	1	158.578511528139	1
Hopx	1	1	47.215280073015	1	1
Hpca	285.016207314536	1	1	1	1
Hpcal4	139.965266456694	1	1	1	1
Hpgd	1	1	1	417.147443337936	1
Hpgds	1	1	1	816.759900326287	1
Hps3	20.6448649234356	1	1	356.264599351858	1
Hps4	1	1	1	62.9956484718159	1
Hps5	1	1	75.6363147797988	167.58374060759	1
Hrct1	1	154.668290977499	1	1	1
Hrh1	1	1	112.620585849727	1	1
Hrsp12	42.5541433431828	1	188.199528834894	1	1
Hsd11b1	1	1	368.583059361744	1	1
Hsd3b7	1	96.0411020990081	267.60074494121	1	1
Hsdl2	1	137.159827051703	233.863516321462	1	1
Hspa4l	128.303876604858	1	1	1	1
Hspb8	1	1	102.620272029813	1	1
Hsph1	317.839296391027	1	1	1	94.8356285420492
Htra1	1	1	876.988826862517	1	61.4720825415732
Hyal2	1	37.7659379906331	1	1	1
Iah1	19.9841655449557	97.5474719939131	1	1	1
Ibtk	1	1	1	1	94.5813973362485
Icam2	1	324.187123689774	1	1	1
Icosl	1	1	1	202.3369699185	1
Id1	1	393.536140042581	1	1	1
Id3	1	683.741779048517	418.860411230326	1	1
Id4	1	1	91.4502544191203	1	1
Idua	1	1	47.3021645831957	1	1
Ier3	1	53.0991985115799	1	247.6311630501	1
Ier5	1	1	1	242.245319057067	1
Iffo1	1	1	1	60.7612833609579	1
Ifi35	1	113.174040455306	1	1	1
Ifi44	1	203.977363653789	1	1	1
Ifi47	1	105.604794117429	1	1	1
Ifit3	1	249.526095572955	1	1	1
Ifitm2	1	539.746176992915	1	1	1
Ifitm3	1	724.282708239721	1	1	1
Ifngr1	1	111.28627158237	49.0456792130004	1238.60087894395	73.8453110292876
Ifrd1	1	83.3510607926013	1	1	1
Ift81	76.8154908997716	1	1	1	1
Igbp1	39.5896438102693	145.643939755356	1	1	1
Igdcc4	1	1	72.3399921272905	1	1
Igf1	485.619062617787	1	1	1	1
Igf1r	36.2149032389627	599.023238168817	1	1	1
Igfbp7	1	154.101539226954	1	1	1
Igsf11	1	1	154.949474060873	1	72.4343133926179
Igsf6	1	1	1	89.2236867708498	1
Igtp	1	254.53297790018	1	166.104848259103	1
Iigp1	1	170.99858055797	1	1	1
Ikbip	1	1	71.3789671410052	1	1
Ikzf1	1	1	1	129.2144572558	1
Ikzf2	1	1	102.859797761765	1	1
Il10ra	1	1	1	708.243395220043	1
Il10rb	1	597.013518219228	1	48.5151771081009	1
Il13ra1	1	1	1	173.849641044728	1
Il15ra	1	1	68.1713118884428	1	1
Il16	1	1	1	281.465528078188	1
Il17ra	1	1	1	86.6345231190895	1
Il1a	1	1	1	266.121483060827	1
Il1r1	1	462.131187309854	1	1	1
Il1rap	52.625118262944	1	1	1	398.351744353976
Il2rg	1	580.195540224282	1	1	1
Il33	1	1	292.944870490019	1	1747.72491279311
Il4ra	1	1	1	82.5189335845528	1
Il6ra	1	1	1	92.0239269804029	1
Il6st	1	230.724695232145	1	170.408390598258	1
Ildr2	98.8877049154494	1	1	1	1
Inf2	1	1	1	1	61.2824197063144
Inpp5b	27.049804806883	146.444495818709	1	1	1
Inpp5d	1	1	1	584.020438278516	1
Insr	1	172.518701917114	1	1	28.2407050489055
Ipcef1	82.4119560110231	1	1	1	1
Ipw	140.852224401791	1	1	1	1
Iqcc	22.3211503770688	123.798341204434	1	1	1
Iqcg	1	63.2309710746468	1	1	1
Iqgap1	43.1182321289587	939.667742563624	92.7766277153207	1	92.1764459587984
Irf1	1	190.842857918477	1	266.649235916749	1
Irf5	1	1	1	90.083400297442	1
Irf8	1	1	1	147.408002108278	1
Irf9	1	84.6813878816631	1	1	1
Irgm2	1	162.917948838015	1	1	1
Isg15	1	39.8606912468535	1	1	1
Isyna1	1	82.3725475712929	1	1	1
Itfg3	1	1	104.924474935523	1	169.313573841941
Itga1	1	336.362865972927	1	1	1
Itga6	1	204.434864100049	1	197.527431453905	1
Itgam	1	1	1	1078.96289881698	1
Itgb2	1	1	1	343.694307168721	1
Itgb5	1	1	47.1758077299777	365.137856718617	1
Itih3	1	1	303.897821064075	1	62.6099824690528
Itih5	1	1320.03226769655	1	1	1
Itm2a	1	9398.65660962165	1	1	1
Itpr1	145.289458090722	202.044360725998	1	1	1
Itpripl1	1	245.60141453885	1	540.029715925464	1
Ivns1abp	141.712764873548	1	121.002174129471	2468.09999392335	137.574279616419
Jag1	1	551.611445723946	1	1	30.6846115608462
Jak2	1	111.277507834924	1	1	1
Jakmip2	112.362209434171	1	1	1	1
Jam3	1	127.031658796588	179.502668604864	1	687.3838749119
Jazf1	69.3781272625814	1	1	1	1
Josd2	1	1	1	1	64.969007309586
Jtb	19.7393880854773	1	71.5076272085826	1	1
Junb	1	1	1	67.2181493379038	1
Kank1	1	1	151.381097780635	1	436.483676759011
Kank3	1	209.912649832213	1	1	1
Kat2b	1	1	1	1	100.926654819002
Kbtbd4	125.478181727903	1	1	1	117.982362062475
Kcna1	215.654890385924	1	1	1	458.672564973224
Kcnab1	204.709206647564	1	1	1	1
Kcnb1	160.409393104794	1	1	1	1
Kcnc2	332.384309105685	1	1	1	1
Kcnd2	102.14291448325	1	1	1	1
Kcnip3	216.078331688844	1	1	1	492.368739599103
Kcnip4	124.183425172012	1	1	1	1
Kcnj10	1	1	226.462454315165	1	321.016239404935
Kcnj16	1	1	322.135574825733	1	82.0294914590681
Kcnk1	85.0528397281601	1	419.687101191562	1	1
Kcnma1	152.731253410021	1	1	1	1
Kcnn2	25.8597622354036	1	158.874695194265	1	1
Kcnt2	71.9207912854438	1	1	1	1
Kcnv1	109.849033029737	1	1	1	1
Kctd12	1	1	1	1051.35851008945	1
Kctd13	16.0954066446329	1	1	1	158.914093865343
Kctd4	1	1	1	1	50.569372549521
Kctd6	37.1332754505319	1	143.44462104716	1	1
Kdelc1	1	1	108.636325520626	1	81.5556562394576
Kdm2a	29.9626053819441	1	1	167.22653587898	1
Kdm4c	54.7837985398234	1	1	1	94.6216696817973
Kdm6a	1	52.5728906588673	1	1	1
Kdr	1	140.812887502674	1	1	1
Khdrbs3	94.5821010872709	1	1	1	1
Khk	1	1	1	106.515051259345	1
Kif13a	1	1	1	1	90.649163526304
Kif13b	1	1	1	1	80.4020377000966
Kif21b	1	1	1	137.676001625369	1
Kif5a	235.146987107652	1	1	1	1
Kif5c	275.047441505619	1	1	1	1
Kifap3	275.819465031191	1	1	1	120.198492144602
Kirrel2	1	1	96.3842432121755	1	1
Kitl	50.7947765236077	1103.61641655644	1	1	1
Klf10	138.013449514377	143.688218583638	1	1	1
Klf15	1	1	63.1206897663528	1	1
Klf2	1	159.677449822461	1	1	1
Klf4	1	308.306596026009	1	124.770391071431	1
Klhdc3	74.5044361017978	1	1	1	1
Klhl2	58.3960805404201	1	1	1	169.418176991582
Klhl22	130.981771397367	1	1	1	1
Klhl4	1	1	1	1	125.328611276148
Klhl5	1	60.0399022464286	138.209453883568	1	351.109385900032
Klhl6	1	1	1	182.757551020695	1
Klk8	1	1	1	137.79068151888	1
Klraq1	37.5232571826364	1	1	1	100.808146601837
Kndc1	19.4686483730092	1	1	1	163.306404747342
Krcc1	1	1	1	1	51.0339525825898
Krt222	77.1341795935043	1	1	1	1
LOC545261	1	102.46492158726	1	1	1
Lace1	1	1	63.104599972432	1	1
Lag3	1	1	1	141.84554886209	1
Lair1	1	1	1	454.422625858058	1
Lama2	1	279.681681193562	86.842171712943	1	1
Lama4	1	166.215764805747	1	1	1
Lamb1	1	77.60537484497	1	1	1
Lamb2	1	82.5422751112086	1	1	1
Lamc1	1	121.127099941837	1	1	1
Lancl1	117.751090096695	1	1	1	1
Lancl2	91.3330888221971	1	1	1	1
Laptm5	1	1	1	4002.06298447802	1
Large	82.1158632803274	1	1	1	1
Lat2	1	1	1	333.620341081244	1
Lats2	1	278.595153164634	55.2745932589809	1	1
Layn	1	83.1119392860367	1	1	1
Lcat	1	1	568.605300264994	1	1
Lcmt1	120.174278826782	1	1	1	1
Lcorl	1	1	1	1	49.4946797462355
Lcp1	1	1	1	1140.90207768949	1
Lcp2	1	1	1	497.520224485761	1
Ldb2	91.8768771124767	1	1	1	1
Lef1	1	82.6584305549143	1	1	1
Lgals1	1	137.667510639561	1	1	1
Lgals9	1	459.585250933284	1	633.347566071564	1
Lgi1	283.809094023002	1	149.25340734997	1	1
Lgi3	1	1	1	1	173.072732934079
Lgr4	75.9080748057197	1	1063.02052349256	1	54.3127065733636
Lhfp	1	172.060711790028	1	1	1
Lhfpl3	1	1	1	1	297.763790109923
Lhpp	1	1	40.9552340986239	1	1
Lhx2	1	1	67.5722857507329	1	1
Lig3	1	1	1	107.406286970022	1
Lima1	1	218.355242597864	1	1	108.369375661891
Limd1	1	1	72.9792928104531	1	1
Lims2	1	327.514900895345	1	1	384.210019970717
Lin7a	223.561394376444	106.597977323071	1	1	1
Litaf	1	1	1	320.464560256809	543.933654490502
Lix1	37.2947622092898	1	789.861794282097	9.56300196375043	1
Llgl1	1	1	67.0654082011346	1	128.862218964745
Lmcd1	1	1	1	1	135.892853728172
Lmf2	1	1	1	1	69.9690474084773
Lmna	41.9257762899444	147.613256629319	1	1	1
Lmo2	1	50.1541961893082	1	194.637859236736	1
Lmo3	175.577273619126	1	1	1	1
Lmtk2	86.8423458373805	1	1	1	1
Lonrf2	102.59143886494	1	1	1	1
Lonrf3	1	1	194.451623888336	180.509006203364	1
Lpar1	1	181.147684965143	1	1	811.604132542203
Lpar4	1	1	95.6200667129322	1	1
Lpar6	1	300.402838462776	107.510353507975	1066.54791403272	1
Lpcat2	1	1	1	814.627378834317	1
Lrba	1	1	1	61.5724697230958	1
Lrch1	1	1	1	84.4102782435786	1
Lrmp	1	1	1	120.862740563783	1
Lrp11	87.6788267733488	1	1	1	1
Lrp1b	64.5859964253197	1	1	1	116.437082602705
Lrpprc	81.5498440710343	1	1	1	1
Lrrc16a	1	1	122.563297751188	1	1
Lrrc25	1	1	1	82.4302186221006	1
Lrrc33	1	1	1	406.986952202705	1
Lrrc4	61.0101961395426	1	1	1	103.936179183311
Lrrc40	92.0400348940037	1	1	1	1
Lrrc4c	652.852662992498	1	1	1	327.294881365456
Lrrfip1	54.4963937905771	116.071607523652	1	1	1
Lrrn1	1	1	1	1	134.909588006245
Lrrtm4	238.859386040882	1	1	1	278.19882985327
Lsamp	46.8212912723567	1	398.126299151425	1	48.2405026304185
Lst1	1	1	1	42.4755523379992	1
Ltbp4	1	199.536265329187	1	1	1
Ltc4s	1	1	1	370.929609214965	1
Lum	1	487.411278701261	1	1	1
Luzp2	90.3322277912271	1	1621.48827375323	1	461.281599838299
Lxn	21.1716368606428	105.093875423187	354.757777401276	1	1
Ly6a	1	3898.28092329477	1	1	1
Ly6c1	1	6682.46974793025	1	1	1
Ly6e	296.355431230914	3480.18030260969	1	1954.76719885283	1
Ly86	1	1	1	2021.61477371317	1
Lyn	1	95.3066107736727	1	690.152008197692	1
Lynx1	88.2578794515215	1	1	1	1
Lyz2	1	1	1	215.882959621932	1
Mad1l1	1	1	1	1	108.047592220992
Madd	100.698212245012	1	1	1	1
