NAME	Neuron	Oligodendrocyte	Microglia	Endothelial	Astrocyte
Fads1	27.2649781025236	1	63.6370035438707	1	224.761916830158
Fads2	1	1	1	1	80.8317750100417
Fah	30.7111280942237	343.735695068367	1	1	94.5321463966154
Fam101b	1	1	1	387.411220552008	1
Fam102a	26.1233638506935	85.0597666409028	1	1	1
Fam102b	45.8641545727887	1	152.474619191751	1	1
Fam105a	46.2384198356012	1	204.582227106791	1	1
Fam107a	1	1	1	95.4184436714486	681.733842999254
Fam111a	1	1	57.0995440634871	1	1
Fam129b	1	1	1	60.3687128018915	1
Fam131a	384.730657950072	1	1	1	1
Fam155a	128.977628285186	1	1	1	1
Fam160a2	71.974035357667	1	1	1	1
Fam161b	1	1	1	1	87.3850014580613
Fam173b	1	37.8807799219553	1	1	1
Fam181b	1	1	1	1	87.838131932655
Fam184a	1	1	1	1	73.803605304727
Fam19a1	145.366511657172	1	1	1	1
Fam20a	1	1	1	1	85.0983471223302
Fam212b	69.3610603993173	1	1	1	1
Fam216a	68.9992283142791	1	1	1	1
Fam46a	1	1	167.285323180664	1	1
Fam53b	1	36.7966318972276	1	1	1
Fam57a	1	49.6139834668622	1	1	1
Fam63a	1	58.5782394090442	1	112.566270647463	1
Fam65b	95.0624788190534	1	1	1	1
Fam76b	1	1	1	50.0689745301679	1
Fam84a	70.6299338582689	1	1	1	1
Fam98a	39.9704959085708	89.5373976916231	1	1	1
Farp1	1	1	1	1	58.5553224385731
Fas	1	1	1	53.8966737509581	1
Fat3	78.8275550328108	1	1	1	1
Fblim1	1	1	48.7744394904498	1	1
Fbrsl1	27.4501167804496	1	1	1	87.4011897591384
Fbxo2	1	60.594710258223	1	1	329.706502310039
Fbxo31	66.3905251351778	1	1	1	1
Fbxo32	1	87.1679688137527	1	1	1
Fbxo34	86.865648601248	1	1	1	1
Fbxo36	1	39.4522353355381	1	1	1
Fbxo41	83.5991847852283	1	1	1	1
Fbxo45	66.553922538859	1	1	1	1
Fbxo7	1	45.4500339981174	1	1	1
Fbxw4	1	1	90.5574170464141	1	1
Fcer1g	1	1	1042.1213110988	1	1
Fcgr1	1	1	731.32994714658	1	1
Fcgr2b	1	1	827.319632493593	1	1
Fcgr3	1	1	1868.2210072823	1	1
Fcgrt	1	1	973.670614228231	444.960117464621	106.101121996672
Fcna	1	1	240.824715420996	1	1
Fcrls	1	1	1593.18361449315	1	1
Fermt3	1	1	205.602643617581	1	1
Fes	1	1	137.872011291696	1	1
Fez1	124.357825488846	406.633678498434	1	1	97.3101330938268
Fez2	26.4332861883323	1	120.575501226151	1	1
Fgd2	1	1	107.602309345558	1	1
Fgd5	1	1	1	73.640395249644	1
Fgf1	1	87.9969474074828	1	1	144.642173867803
Fgf12	181.431171045495	1	1	1	1
Fgf13	113.873653777342	1	1	1	1
Fgfr2	1	239.218350262872	1	1	108.890934450799
Fgfr3	1	1	1	1	486.555466030671
Fgfrl1	1	1	1	1	50.8245833120419
Fhl2	98.337710191271	1	1	1	1
Fibcd1	180.469372690962	1	1	1	1
Filip1	1	1	1	111.43459341181	1
Filip1l	1	1	1	76.7331754249683	1
Fkbp1b	81.9696773325819	1	1	1	1
Fkbp7	1	1	1	87.6646824563518	1
Fli1	1	1	174.552573852451	112.994214010422	1
Flnb	27.6827187939106	1	1	89.1591072184017	1
Flot1	66.8388775586363	1	1	1	1
Flt1	1	1	1	966.851813170434	1
Fmn2	56.0260582432482	1	1	1	116.266362167742
Fmnl3	1	1	166.717197231577	244.941020827041	1
Fn1	1	1	1	890.254700325928	1
Fndc3a	41.1929596605677	1	204.691700980012	1	1
Fndc4	73.7801829366281	1	1	1	83.1289231512748
Fnip2	1	1	121.834102281103	1	1
Folr2	1	1	887.129281146884	1	1
Fosl2	27.3469872436891	1	1	78.5428346087944	1
Foxc1	1	1	1	80.5483495762265	1
Foxf2	1	1	1	72.9360175061923	1
Foxg1	155.926666369858	1	1	1	104.060158697544
Foxn2	1	30.5774297506082	1	1	1
Foxq1	1	1	1	197.599551279862	1
Fpgt	1	55.0051227137608	1	1	1
Frmd5	1	43.3441246399393	1	1	1
Frmd8	1	186.941910926961	1	1	1
Frmpd4	91.6782336519343	1	1	1	1
Fuom	65.0671396003717	1	1	1	93.2419413408525
Fxyd1	1	1	1	122.544128758161	606.759436033319
Fxyd5	1	1	1	285.640685831308	1
Fxyd6	204.022353593584	1	1	1	229.386531625028
Fyb	1	1	155.911414884346	1	1
Fzd2	1	1	1	1	95.5537045522264
Fzd6	1	1	1	125.286239227602	1
G530011O06Rik	1	1	82.5590912165658	1	1
G6pdx	1	38.259189315643	1	1	1
Gab1	1	163.928235248443	1	1	51.898275814753
Gabra2	239.113582366001	1	1	1	139.190554580965
Gabra4	217.463392703224	1	1	1	92.2017356521254
Gabra5	224.129601069221	1	1	1	1
Gabrb1	104.54248598011	1	1	1	130.382369843057
Gabrb3	289.86158054888	1	1	1	1
Gabrd	75.7044661259372	1	1	1	1
Gabrg1	1	1	1	1	225.395140776946
Gad1	413.948228578546	1	1	1	128.74867944811
Gad2	344.560269061985	1	1	1	1
Gadd45b	1	1	147.896477954843	68.195809465361	1
Gadd45g	32.1602425091365	1	1	1	92.2628008576747
Gal3st1	1	125.728221546803	1	1	1
Galc	1	1	67.3972698247469	1	1
Galnt16	106.455503828462	1	1	1	1
Galnt6	1	198.656567929418	1	1	1
Galnt9	110.973967957183	1	1	1	1
Gamt	1	398.208772863579	1	1	1
Gap43	645.291119287923	1	102.606907099429	76.0884870863793	1
Gareml	1	1	1	1	71.4622357627211
Gas1	1	1	1	1	99.4793752497884
Gbp2	1	1	1	56.6455308534107	1
Gbp7	1	1	153.401791549599	65.0448151002568	1
Gcnt1	1	1	86.0744681856664	1	1
Gdap1	174.472896502884	1	1	1	1
Gdf10	1	1	1	1	53.0545307726366
Gdpd2	1	1	1	1	41.9433628907282
Gfap	1	1	1	1	434.483735603186
Gfra4	82.4090154736461	1	1	1	1
Ggct	70.3141134463628	100.088629558375	1	1	1
Ggt7	73.3962687240239	1	1	1	1
Gimap4	1	1	1	67.825801802869	1
Gimap6	1	1	545.204324366332	649.618447427234	1
Git2	1	1	80.1915405216346	1	1
Gja1	1	86.8012147338028	223.148732178645	189.111438501432	2363.60140942421
Gja4	1	1	1	231.885803886663	1
Gjb1	1	170.080360784378	1	1	1
Gjb6	1	1	1	1	421.222672881668
Gjc1	1	1	1	157.229598676072	1
Gjc2	1	284.163731813163	1	1	1
Gjc3	1	451.826832184288	1	1	1
Gldc	1	1	1	1	150.32182954194
Gli3	1	1	1	1	88.6898756032148
Gltp	1	319.757533194068	121.533173688761	71.9121777162735	1
Gm10336	1	1	101.693828565904	1	1
Gm13139.loc1	1	1	73.8787389378606	1	1
Gm13139.loc2	1	1	65.0613112573045	1	1
Gm13293	1	42.6776999672325	1	1	1
Gm13305.loc1	1	1	1	1	52.761880006981
Gm13476	1	1	65.2382124801275	1	1
Gm13889	40.5617810415554	71.3871706664918	1	331.718197276028	1
Gm14005	1	1	1	103.685694070782	1
Gm1673	66.9042835010224	1	1	1	1
Gm1821.loc2	88.4185681336097	1	1	1	1
Gm20172	29.307286510628	1	1	69.665076873025	1
Gm20748	1	1	1	75.7925346888109	1
Gm4070.loc1	1	1	1	75.4900911685274	1
Gm4070.loc2	1	1	1	91.7509562017779	1
Gm410	1	77.7214289021595	1	1	1
Gm4788	1	1	59.0287130884723	1	1
Gm5506.loc2	88.4228111292688	1	1	1	87.2607225143914
Gm6377	1	1	211.178198627851	1	1
Gm7977	1	39.7716866992013	1	1	1
Gm8615	35.1035470501422	1	179.89954579683	1	1
Gmfg	1	1	334.156542317482	1	1
Gmpr	93.0962304535716	1	1	1	1
Gnb5	163.234231411542	1	1	1	37.4540191507862
Gng3	282.556193407964	1	50.8177338333726	1	1
Gng7	32.2795494761765	70.0597423214223	1	1	1
Gng8	1	36.8875065624473	1	1	1
Gnl1	72.6741446537906	1	1	1	1
Gnpda1	1	1	105.521232991328	1	1
Gnptab	51.2196662559651	102.849377875164	1	1	1
Golim4	1	1	1	250.395684933076	1
Gopc	68.8246361940819	1	1	1	1
Gp49a	1	1	242.370866225279	1	1
Gpc5	1	1	1	1	126.775120774311
Gpc6	1	1	1	1	96.5772519724962
Gpd1l	73.8352973248945	1	1	1	1
Gper1	1	1	1	77.2184061331795	1
Gpld1	1	1	1	1	73.2991788511401
Gpr116	1	1	1	435.918864572129	1
Gpr123	66.9703888463761	1	1	1	1
Gpr137b.ps	1	1	88.7023755334533	1	1
Gpr158	83.6852589927546	1	1	1	1
Gpr17	1	58.8080068938485	1	1	1
Gpr183	1	1	757.444712629759	1	1
Gpr19	26.6233508387525	1	1	1	80.7421361176911
Gpr22	314.662377021837	1	1	1	1
Gpr34	1	1	399.679661782354	1	1
Gpr37	42.3660127518137	846.64202576361	125.089822733378	1	119.129878337487
Gpr37l1	1	146.150713174984	229.365501369709	163.712679993698	2400.1289564986
Gpr56	1	53.4192098920193	69.2679019854175	1	216.675903184737
Gpr62	1	96.65158356423	1	1	1
Gpr65	1	1	82.6340829581852	1	1
Gprc5b	1	205.958746727684	1	1	357.638626311618
Gprin1	90.6002112717375	1	1	1	1
Gpt	1	1	1	1	47.6652315920119
Gpx3	1	1	87.4993313843323	1	1
Gpx8	1	1	1	79.5882957282319	127.265082478895
Grap	1	1	108.551112100466	132.929664730654	1
Grb10	1	1	1	83.1493835684981	1
Grb14	38.5750896359595	1094.49253332515	1	162.63094772824	1
Grin2c	1	1	1	1	316.902136315287
Grin3a	110.681894795254	1	1	1	118.768411831652
Grm1	68.707875610887	1	1	1	1
Grrp1	1	1	1	173.394707094465	1
Grsf1	73.8609490240441	1	1	1	1
Gsn	1	1565.42990960006	90.9316828568172	111.213336321753	87.4433075082378
Gss	1	87.9675730080718	1	1	1
Gsta4	149.004383101224	1	1	1	114.752468303577
Gstk1	1	36.7543223343706	1	1	75.2556225250662
Gstm1	1	83.1264900049066	215.276350371575	230.762100466134	1693.19815314661
Gstm7	1	243.765688752169	1	115.17896069989	1
Gucy1a3	41.4915819107647	1	1	144.836507297063	1
Gusb	1	1	167.814860204994	1	1
Gyk	45.3356483912704	1	1	1	127.532065506796
Gys1	1	1	1	1	57.7343271341676
H2.D1	1	1	221.500335131337	109.458106445217	1
H2.K2	1	1	83.9380674439931	1	1
Hadha	1	57.0795885415006	1	1	80.4229239665052
Hap1	69.2832683439965	1	1	1	1
Hapln1	1	1	1	1	227.622060061369
Hapln2	1	329.368149403956	1	1	1
Hapln4	68.3633842541789	1	1	1	1
Haus3	1	42.7040339964863	1	1	1
Hba.a2.loc1	1	1	1	4662.2419144858	1
Hba.a2.loc2	1	1	1	4688.0242157243	1
Hcls1	1	1	58.9217128638701	1	1
Hcn1	140.515294527079	1	1	1	1
Hcn2	1	78.1137032301835	1	1	1
Hdac11	94.4776854718272	92.2076548065554	1	1	1
Hdac2	76.1975827784473	1	1	1	1
Hdac7	1	1	1	149.11599935726	80.0441172393035
Hdac8	1	1	1	1	62.6772653973178
Hecw1	89.5078692917774	1	1	1	1
Hepacam	1	123.452214564371	1	1	285.464978725613
Hes5	1	1	1	1	64.5492931550607
Hexb	41.0328073557409	96.0373177263777	2116.56130491376	1	96.9980732133106
Hey1	38.557529111392	1	1	1	98.6076676299286
Hfe	1	1	198.604071744101	1	1
Hhip	1	158.97682186821	1	1	1
Hibch	1	1	1	1	50.7073470551662
Higd1b	1	1	1	409.636259154382	1
Hilpda	1	1	1	83.3338477858373	1
Hint3	1	52.1922817995305	1	1	1
Hist1h4h	1	56.2079855799596	1	1	1
Hivep1	1	1	1	53.1662798073949	1
Hk2	1	1	739.960791602569	1	1
Hk3	1	1	184.187117875895	1	1
Hlf	101.1198930131	1	1	1	122.13440797712
Hmcn1	1	1	1	220.393993313881	1
Hmgcs2	1	1	1	116.632575575019	1
Hmha1	1	1	93.8955551334262	1	1
Hmox1	1	1	108.569879541673	1	1
Hnrnpll	86.1720710902579	1	1	1	1
Homer2	111.189990127077	1	1	1	1
Hopx	1	1	1	71.3925687880245	762.22572268288
Hpca	1242.16232169751	56.387766844196	1	1	80.9214750699262
Hpcal4	296.295492614454	1	1	1	1
Hpgd	1	1	366.842148166764	1	1
Hpgds	1	1	746.494643595793	1	1
Hras1	68.1693359823807	1	1	1	1
Hrct1	1	1	1	51.9051383815107	1
Hs6st2	67.9749205066271	1	1	1	1
Hsd11b1	1	1	1	1	301.589071555157
Hsdl2	1	42.1948625090859	1	1	97.3322742271068
Hspa1a	1	95.1857667918843	691.532462292542	795.934681343171	1
Hspb1	1	1	1	319.290433889315	1
Hspb2	1	1	1	99.6831187039038	1
Hspb8	1	1	1	1	129.900749332003
Hspbp1	92.1936347194446	1	1	1	1
Hspg2	1	1	1	130.352307883263	1
Htr3a	509.163428436675	1	1	1	1
Htra1	32.891932777422	1	1	70.211572395166	816.911614626598
Icam2	1	1	1	352.0554968191	1
Icam5	167.823594887646	1	1	1	1
Ick	1	76.6812857683263	1	1	1
Id1	1	1	44.0381225275432	400.375492426233	137.927492507439
Id4	1	1	1	1	391.283975744734
Idh2	1	1	225.482202812706	1	175.271582651898
Ier3	1	1	1127.23743951366	341.227750934856	1
Ifi202b	1	1	134.863753584323	1	1
Ifi203	1	1	302.313855574638	1	1
Ifi204	1	1	215.558204972272	1	1
Ifi27l2a	1	1	228.287108966886	1	1
Ifi30	1	1	189.159029287821	1	1
Ifi35	1	1	1	60.8601295720642	1
Ifitm3	1	1	419.424544472911	1047.06789884097	218.080712297873
Ifnar2	1	1	90.5772614894784	109.075918401598	1
Ift27	1	1	1	1	104.400944969339
Igdcc4	1	1	1	1	92.2750397343221
Igf1	68.1677469330543	1	332.495430189818	1	1
Igf2	1	1	99.6939971147606	1	1
Igfbp2	1	1	1	1	343.772236123552
Igfbp4	116.08269779311	1	305.013607323088	1	1
Igfbp5	57.1461729191113	1	1	1	459.659105608583
Igfbp7	1	1	131.136865171881	1218.65530681492	1
Igip	83.5097985133178	1	1	1	1
Igsf11	1	55.6447674124333	1	1	80.5279032542316
Igsf6	1	1	105.986742482538	1	1
Il10ra	1	1	166.154212584187	1	1
Il10rb	1	1	235.125306720943	115.374805398532	1
Il11ra1	1	1	1	1	53.2803707287958
Il16	1	1	84.7993379805179	1	1
Il18	1	34.4576113146841	1	1	137.870491102348
Il1a	1	1	809.311152861146	1	1
Il1b	1	1	238.322242995432	1	1
Il1rap	31.8584255977326	263.460431570595	1	1	1
Il2rg	1	1	1	66.365413057749	1
Il33	1	1	1	1	75.8955843109126
Il4ra	1	1	75.9946680016202	1	1
Il6ra	1	1	96.4475172115235	1	1
Il6st	1	1	1	55.7097425508093	86.0094786943494
Ilvbl	1	49.8160639012836	1	1	1
Imp4	1	41.35596121692	1	1	1
Impdh1	33.6496010978221	1	1	99.3104412908376	1
Ina	97.0863493840224	1	1	1	1
Inpp4a	94.0980170579078	1	1	1	1
Inpp5d	1	1	124.793056917313	1	1
Inppl1	1	37.3201545226335	1	1	1
Insc	1	61.1457171871058	1	1	1
Insig2	73.8191322371583	1	1	1	1
Ipo11	67.4638899572484	1	1	1	1
Ipo13	49.2714536293277	107.473675372931	1	1	1
Ipo4	79.6366764743943	1	1	1	1
Iqgap1	29.2769486376282	1	263.024796189078	397.274729231914	1
Iqsec2	97.5384143171632	1	1	1	1
Irak2	1	1	50.2656575189312	1	1
Irf5	1	1	61.4502256490268	1	1
Irf8	1	1	89.5888779900636	1	1
Irf9	1	1	1	59.7810802497764	1
Irgm1	1	1	1	51.1014210141682	1
Islr	1	1	1	1	94.0087723391401
Itga1	1	1	1	236.456908129032	1
Itgam	1	1	140.844306906118	1	1
Itgb2	1	1	104.226435939625	1	1
Itgb3bp	1	45.8373366189813	1	1	1
Itgb4	1	94.1358731867366	1	1	1
Itih3	1	1	1	1	194.582564622133
Itpka	231.848194827763	1	1	1	1
Itpripl2	1	1	1	122.412182766622	1
Jag1	1	1	1	289.372568622985	1
Jam2	1	1	1	97.2433508936524	81.2202221275988
Josd2	40.268515564054	325.169460034939	1	1	1
Jph3	75.2600868624197	1	1	1	1
Kank3	1	1	1	148.472603706065	1
Kat2b	1	63.873638670604	1	1	1
Kazn	35.0491061830767	108.84151991836	1	1	1
Kbtbd11	106.091093992157	1	1	1	110.888535330601
Kcna6	48.3016493336321	120.70856146813	1	1	1
Kcnab1	128.73727257151	1	1	1	1
Kcnab2	155.753652895413	1	1	1	1
Kcnc1	96.0014986493804	1	1	1	1
Kcnd2	298.855468860074	1	1	1	55.8970655427226
Kcnip2	74.0954885729881	1	1	1	1
Kcnip3	42.8878429586169	1	1	1	68.2051344975407
Kcnip4	81.0101428841575	1	1	1	1
Kcnj10	1	325.079123388736	72.1137530502098	1	484.34800864748
Kcnj16	1	1	1	1	80.040729317661
Kcnj4	131.183664306417	1	1	1	1
Kcnk1	68.7580861238682	1	1	1	215.293067209034
Kcnk13	1	48.9047021171472	1	1	1
Kcnk2	45.0823500647387	1	1	1	71.2851062920984
Kcnn2	78.2074155417608	1	1	1	96.2324140580447
Kcnq2	168.157820493719	1	1	1	1
Kcnv1	114.760488492386	1	1	1	1
Kctd1	77.41112025683	1	1	1	1
Kctd10	28.5684955795135	1	1	183.248850946458	1
Kctd12	209.999438360252	1	968.810802332131	147.507340008089	1
Kctd12b	1	1	1	85.046935638582	1
Kctd13	90.1741722143081	171.615044834023	1	1	1
Kctd3	59.646667905469	133.582354417255	1	1	1
Kctd5	1	1	1	1	54.3250822448804
Kdr	1	1	1	611.239421852355	1
Khdrbs3	177.65013617168	1	1	1	43.252172044138
Kif13a	1	61.6876652585784	1	1	1
Kif13b	1	45.3878931629661	1	1	1
Kif26a	1	1	1	48.1280229967405	1
Kifc2	97.0636890924436	1	1	1	1
Kifc3	24.1690784321366	1	1	1	73.9493970954852
Kitl	1	1	46.5274136635037	269.79770020522	1
Klf15	1	1	1	1	44.1009983608593
Klf2	1	1	234.541301298119	461.49651251484	1
Klf4	1	125.226617672667	651.812198023287	1023.6588587685	1
Klhl22	79.1786282651032	1	1	1	1
Klhl23	72.8847526672192	1	1	1	1
Klhl4	1	75.2645048056879	1	1	1
Klk6	1	445.538884165796	1	1	1
Kndc1	27.6077344747304	182.184709310764	1	1	1
L1cam	131.339605469229	1	1	1	1
Lair1	1	1	69.1958112199577	1	1
Lama4	1	1	1	130.933268207117	1
Lama5	1	1	1	244.876429189138	1
Lamb1	1	1	1	91.8139113807624	1
Lamb2	1	1	1	175.199005863325	1
Lamc1	1	1	1	146.34749171476	1
Lamp5	198.501678058176	1	1	63.3532576553105	1
Laptm5	1	1	761.258776240678	1	1
Large	184.83804163323	1	1	1	1
Lats2	1	1	70.1574102406596	89.6135341229477	1
Lcat	1	1	1	1	653.789086685134
Lcp1	1	1	306.52553883717	1	1
Lcp2	1	1	64.2433179679406	1	1
Ldb2	95.4669776533985	1	1	1	1
Ldlr	1	81.1157891474209	1	1	46.5624170608107
Ldlrad3	1	55.9544983518601	1	144.224071563647	1
Ldlrap1	1	56.8515392022635	1	1	1
Lef1	1	1	1	131.878058230532	1
Lemd3	70.8955521230165	1	1	1	1
Leprel4	1	64.2257727611496	1	1	1
Letm1	79.4737724736076	1	1	1	80.3639341677877
Lfng	1	1	1	1	50.3476225675863
Lgals1	1	1	744.785390905319	150.625734068894	72.5549322004466
Lgals3bp	1	1	92.1357083268216	1	1
Lgals9	1	1	244.871857604313	159.782659752342	1
Lgi3	41.9183086406546	335.182728024163	1	1	1
Lgi4	1	1	1	1	121.478049723853
Lgr4	1	1	1	1	82.2176702071141
Lhfpl4	93.9670489209886	1	1	1	1
Lhx2	25.9554134188418	1	1	1	117.945497814148
Lilra5	1	1	126.691807179415	1	1
Lilrb4	1	1	183.991826008007	1	1
Limd1	1	1	1	1	43.23603706177
Limd2	52.0182590811305	1	189.296269850535	1	1
Lin7a	140.506485124121	1	1	1	1
Lin7b	122.248190051211	1	1	1	1
Lingo1	208.588857148034	1	1	78.8049355950025	1
Litaf	1	502.62950125882	365.030575733712	101.541158320006	1
Lix1	71.8319552789924	1	64.1988605972595	1	249.642376296153
Llgl1	1	121.797245519768	1	1	81.2202880839301
Lmf1	1	54.5110150365941	1	1	1
Lmna	28.5620921933418	1	1	101.523506867596	1
Lmo2	1	1	95.2416762100064	137.575507863115	1
Lmo3	85.5102219302831	1	1	1	1
Lmtk2	97.779260323056	1	1	1	1
Lonrf3	1	1	1	1	46.9935450309585
Lpar1	1	393.704073125	1	1	1
Lpar4	1	1	1	1	75.1232196626353
Lpcat2	1	1	75.1490485109873	1	1
Lpl	215.507638824819	1	1	1	1
Lpxn	1	1	82.6591355327914	1	1
Lrig1	1	1	1	1	169.519637871378
Lrmp	1	1	84.8172996866141	1	1
Lrp11	147.191062136723	1	1	1	1
Lrp3	69.6193770861548	1	1	1	1
Lrp4	1	1	1	1	82.9194491348119
Lrpprc	82.9840836861455	1	1	1	1
Lrrc16a	1	1	1	1	65.9023878671332
Lrrc28	27.3774360945701	76.5349057962459	1	1	1
Lrrc32	1	1	1	60.190516067964	1
Lrrc4	75.14364223936	1	1	1	1
Lrrc4c	138.664183529758	1	1	1	1
Lrrc8a	1	1	1	1	61.5281090803589
Lrrn1	53.9213109174912	177.260665670435	1	1	1
Lrrn2	168.870517453235	1	1	1	1
Lrrn3	99.6749623498764	1	1	106.745492999004	1
Lrrtm1	102.838323346758	1	1	1	1
Lsamp	49.2085030011283	1	1	1	105.067925994498
Lsr	1	1	1	181.059256388194	1
Lss	1	67.4515390236295	1	1	1
Lst1	1	1	864.035090321762	1	1
Ltbp1	1	1	1	1	45.9050512804693
Ltbp4	1	1	1	276.126910811677	1
Ltbr	1	1	76.4093062241703	1	1
Ltc4s	1	1	590.05982026952	1	1
Ltv1	1	40.0578401535697	1	1	1
Luzp1	73.29182130575	1	1	140.21994022565	1
Lxn	42.227818155528	1	1	1	287.144697425836
Ly6a	1	1	1	486.928185475641	1
Ly6c1	1	1	163.637982511052	2826.86875081797	1
Ly6c2	1	1	1	418.493940097781	1
Ly6h	139.964481097987	1	1	1	1
Ly86	1	1	370.005849444553	1	1
Ly96	1	1	122.322168347923	1	1
Lyl1	1	1	73.6440864235475	1	1
Lyn	1	1	128.739730625929	46.40947785467	1
Lynx1	202.147267575569	1	1	1	72.8335730476679
Lypd1	122.1935008437	1	1	1	1
Lyve1	1	1	865.149751799766	1	1
Lyz1	1	1	399.827038724903	1	1
Lyz2	1	1	4365.34760083799	1	1
Lzts2	1	58.3243812468429	1	1	1
Maf	1	1	1232.10781084029	1	1
Mafb	1	1	253.580308635525	1	1
Mag	1	2367.01816209686	272.480627888032	1	202.365845487148
Mageh1	53.9049497652997	1	1	1	98.7589155679973
Magi3	37.8648878334921	1	1	1	68.4115566606275
Mal2	285.92080265627	1	1	1	1
Man1c1	1	1	200.93492069994	1	1
Man2a1	1	1	1	48.8925835603736	1
Man2b1	21.927163738152	43.1904048809933	296.42968514537	1	1
Man2b2	1	1	56.0095271693151	1	1
Maob	1	1	1	1	127.966592353588
Map3k11	1	1	49.7581189232349	1	1
Map3k8	1	1	57.8561526711466	1	1
Map4k5	53.6702075174753	108.112667348312	1	1	1
Map6	67.8862153992793	1	1	1	1
Map6d1	31.0836985152833	139.397759180667	1	1	1
Map7	47.6668443794779	199.160375229569	1	1	1
Mapk8ip2	152.616243242187	1	1	1	1
Mapk9	89.0740499879321	1	1	1	1
Mapkapk2	1	1	108.160232431505	1	1
Mapre3	80.316184049333	1	1	1	1
March5	69.3390053412655	1	1	1	1
March8	21.3556509549802	132.544413048144	1	1	1
Matk	110.929490621588	1	1	1	1
Matn2	72.814590471956	1	1	1	1
Max	27.6795894123117	1	1	79.9964090348154	1
Mblac2	70.2332120666359	1	1	1	1
Mcam	1	161.466218809764	1	258.815785633592	1
Mccc1	1	40.6424109765132	1	1	1
Mccc2	1	1	1	1	73.1440677390234
Mcf2l	67.7257444676074	1	1	89.9999356518244	1
Mcur1	1	1	105.149027981419	1	88.7609607835287
Mdk	1	1	1	1	71.9333633944269
Me3	93.6896818660812	1	1	1	1
Mecom.loc1	1	1	1	92.0093054271083	1
Megf10	1	62.0674691023092	1	1	72.9564851668026
Metap1d	1	28.7259349450888	1	1	1
Metrn	1	88.3723916174535	1	1	108.117388327344
Mfap3l	24.6685758213163	1	1	1	159.275815332736
Mfge8	1	117.381892792797	255.191735408691	571.450001358457	1839.34269146465
Mfng	1	1	1	61.2497296195507	1
Mfsd3	1	37.2142659766987	1	1	1
Mfsd4	91.2407710765088	1	1	1	1
Mgl2	1	1	416.691035392497	1	1
Mgp	1	1	1	1456.75476030649	1
Mgst1	1	1	1	1	147.605644360005
Mia	1	1	1	1	252.249148676423
Micall1	1	160.798962694339	1	1	1
Mir1897	1	33.2928073749792	1	1	1
Mir5114	1	88.978797616247	1	1	1
Mir692.1	1	1	134.330419166434	1	1
Mitd1	25.6431538164991	1	1	99.5773423221045	1
Mknk1	1	1	71.2627770273028	1	1
Mlc1	1	1	1	1	814.781154729381
Mllt11	589.064411111503	72.6966263555739	1	80.9248044226211	1
Mmd2	161.85523504051	349.882676251054	114.371445671521	1	1377.1074062433
Mmgt2	1	1	1	1	51.4444689107508
Mmp17	103.760850469222	1	1	1	1
Mmrn2	1	1	1	173.22957173368	1
Mnda	1	1	308.764840941693	1	1
Mndal	1	1	70.7497938225888	1	1
Moap1	85.3851201651657	1	1	1	1
Mob3b	1	98.2214149659851	1	1	1
Mobp	1	2826.8525683846	87.5388407316807	71.049916924281	102.990842172654
Mog	1	5058.14535957837	115.310411280889	1	124.511386476026
Mospd2	1	56.1599375327496	1	1	1
Mpdu1	29.431866651867	1	1	1	60.7319003369083
Mpeg1	1	1	159.355662623803	1	1
Mpped1	204.531844028411	1	1	1	1
Mpv17l2	1	1	1	1	51.6881533453939
Mras	108.040870429036	1	1	1	232.713023501087
Mrc1	1	1	2346.1642196586	1	1
Ms4a6b	1	1	325.073420120132	1	1
Ms4a6c	1	1	211.67835157388	1	1
Ms4a6d	1	1	356.681286174584	1	1
Ms4a7	1	1	1086.31741564821	1	1
Msn	1	1	160.822865878885	209.175245604333	1
Msr1	1	1	164.840082386092	1	1
Msrb3	1	1	1	117.553530578324	1
Msx1	1	1	1	1	146.434363973859
Mt3	67.2743422134602	1	1	1	576.230586878166
Mtcp1	1	38.6100949111546	1	1	1
Mtfp1	159.35257593316	1	1	1	1
Mthfd2	1	35.345773864982	1	1	1
Mtm1	1	31.2233524724438	1	1	1
Mtmr10	1	66.2158978386424	1	1	1
Mtss1l	1	1	1	1	84.5265534004346
Mustn1	1	1	1	374.729177885071	1
Mvd	1	103.67203328877	1	1	157.00142079536
Mxd1	1	36.4256419524374	1	1	1
Myct1	1	1	1	65.0510921358158	1
Myh11	1	1	1	495.702869695014	1
Myh14	1	1	1	1	60.186191583756
Myh9	37.8866627793658	1	219.754491534697	315.923435671666	1
Myl9	1	1	1	1864.25731131998	1
Mylk	1	1	1	254.018196768432	1
Myo1b	1	1	1	274.230884269698	1
Myo1c	1	1	1	68.5275178172609	1
Myo1d	1	270.134494255205	1	131.463061091422	1
Myo1e	1	1	1	44.6743886553169	1
Myo1f	1	1	55.8201150504713	1	1
Myrf	1	135.259687053958	1	1	1
Naaa	1	1	1	1	255.985936302329
Nacad	1	67.3341353461268	1	1	1
Nadk2	22.2138659100585	1	1	1	135.164292922313
Naga	1	1	1	1	64.5992989804846
Nap1l2	168.428132357082	1	1	1	1
Naprt1	1	1	1	1	62.530442245176
Nat14	66.1136661043554	1	1	1	1
Ncan	143.217374944989	1	82.9065365553345	86.1171547688579	1028.72672205354
Ncf1	1	1	167.409432489159	1	1
Ncf2	1	1	73.7285165906413	1	1
Ncf4	1	1	59.8173950590535	1	1
Nckap1l	1	1	202.792753195202	1	1
